B02,63496
C10,53318
D03,23207
A12,21131
B03,74864
A09,7682
D02,72843
D01,51701
C02,26578
A01,164513
C06,40911
D05,56813
C01,64797
B12,6052
C07,94517
D07,65797
C05,40144
B06,35838
B01,39063
B09,21256
B05,24500
C12,196284
B10,50838
A06,47773
A11,84385
A08,29652
A07,40863
C08,20565
D12,78399
B07,73612
D09,39334
D04,86635
D08,21038
B04,56413
D06,70260
A04,32798
C04,70373
D11,38133
A03,24057
A10,10136
D10,44025
A05,20012
B08,47578
C03,21722
C11,33316
C09,3802
A02,21474
B11,5286
