5,469079
17,149140
23,63203
7,159684
8,12464
25,233336
21,18131
20,3836
16,6449
13,180141
31,94135
2,3979
9,119188
6,12658
4,738
18,6685
19,213528
27,98689
11,225700
14,3349
29,68411
37,383
12,4625
30,1797
15,28867
26,3561
10,1258
22,1496
40,3689
3,24971
1,87311
28,0
45,14621
41,180
35,1692
24,127
39,209
42,428
33,34
32,12
