5,3,H01, 2, 6
8,19,H02, 8, 153
2,40,H02, 7, 104
10,19,H02, 7, 97
8,12,H02, 1, 115
3,41,H02, 93, 16
16,31,H02, 6, 96
10,15,H03, 8, 35
5,10,H03, 2, 18
16,25,H03, 26, 119
17,9,H03, 27, 2
1,18,H03, 20, 3
11,25,H03, 57, 2
13,17,H03, 30, 2
13,2,H05, 38, 1
17,25,H05, 3, 59
17,9,H05, 12, 6
15,25,H05, 9, 60
2,33,H05, 78, 2
5,12,H05, 8, 59
2,20,H06, 13, 126
14,18,H06, 4, 49
7,10,H06, 8, 184
12,18,H07, 23, 103
10,7,H07, 47, 0
4,6,H07, 9, 1
2,23,H07, 3, 33
17,14,H07, 1, 47
4,18,H07, 29, 93
4,20,H07, 1, 82
17,9,H08, 86, 4
6,24,H08, 1, 59
7,18,H08, 48, 1
8,18,H08, 4, 74
9,25,H09, 1, 25
7,16,H09, 12, 3
7,21,H09, 44, 29
6,21,H09, 0, 123
17,10,H09, 34, 23
9,29,H10, 12, 95
8,20,H10, 0, 184
11,35,H10, 1, 38
3,25,H10, 32, 9
15,27,H10, 2, 88
10,1,H11, 63, 2
17,33,H11, 52, 20
15,20,H11, 11, 158
4,42,H11, 73, 5
14,26,H11, 8, 101
6,19,H12, 4, 2
15,28,H12, 6, 142
8,19,H12, 1, 14
10,27,H12, 1, 89
13,19,H12, 8, 164
7,5,H12, 11, 0
