hg,20516,184,1
hg,36116,184,2
mm,101190,184,1
hg,47884,184,1
hg,21478,184,1
hg,45354,184,1
hg,5690,184,1
hg,59857,184,3
hg,25814,184,1
hg,26357,184,1
hg,2042,184,1
hg,26598,184,2
hg,53372,184,1
hg,8902,184,4
hg,54074,184,1
mm,88714,184,1
hg,8344,184,1
hg,42865,184,2
hg,26022,144,1
hg,4576,126,1
hg,7768,126,1
hg,544,214,1
mm,103296,127,1
mm,105444,216,1
hg,9798,205,1
mm,98532,186,1
hg,59228,186,2
mm,116578,186,3
hg,7482,188,1
hg,52230,188,1
hg,2812,188,1
hg,18546,188,1
hg,7074,188,2
hg,5126,188,1
hg,46927,188,1
hg,33614,188,1
hg,19908,188,1
hg,23014,188,1
hg,8838,188,1
hg,26178,188,2
hg,65411,188,2
hg,16812,188,2
hg,42628,188,1
hg,54850,188,1
hg,45951,188,2
hg,39302,188,1
hg,9042,188,2
hg,9796,188,4
hg,55066,188,1
hg,24752,188,4
hg,9180,188,1
hg,44250,188,2
hg,24936,188,4
hg,19440,188,1
hg,1366,188,1
hg,56482,188,3
hg,8932,188,1
hg,18476,188,2
hg,25660,188,1
hg,22160,188,1
mm,119933,249,4
hg,23100,239,4
hg,49028,239,1
hg,22536,240,3
hg,11492,240,1
hg,38309,240,1
hg,15136,240,1
mm,119933,212,1
hg,55576,158,4
hg,14722,158,1
hg,65374,158,1
hg,63193,158,1
hg,53832,233,1
hg,2052,160,1
hg,23221,160,1
hg,45671,160,1
mm,121078,191,7
mm,83392,135,1
hg,41249,135,2
hg,13260,135,1
hg,23306,135,1
hg,41818,135,1
hg,54464,135,2
hg,55094,135,1
hg,48806,135,2
hg,27784,135,2
hg,17560,135,1
hg,60658,135,1
hg,59957,135,1
hg,8344,135,1
hg,48136,164,1
hg,59678,164,1
hg,55287,164,1
hg,28326,162,1
hg,18154,162,3
hg,34132,140,1
mm,78374,190,2
hg,36996,208,2
mm,94122,136,2
hg,32145,167,1
hg,16408,171,1
mm,86109,215,2
hg,64698,180,1
hg,38998,203,1
hg,37532,203,1
mm,120600,141,1
mm,81676,141,1
mm,113134,141,2
mm,79524,141,3
mm,94237,141,1
mm,119672,141,4
hg,36868,141,1
mm,94110,141,1
mm,83294,141,1
mm,86056,141,1
mm,119078,141,2
mm,69816,141,1
mm,119933,141,1
mm,80308,141,1
mm,78561,141,1
mm,74416,141,1
mm,75784,141,1
mm,79782,141,2
mm,97106,141,1
mm,111816,141,3
hg,57380,141,1
mm,67982,141,6
mm,113632,141,1
mm,76526,141,2
mm,114841,141,2
hg,14418,159,1
hg,64486,159,1
hg,20643,234,1
hg,50752,234,1
hg,17646,234,1
hg,42154,234,2
hg,11346,234,1
hg,16792,234,1
hg,27460,234,1
hg,43936,185,4
hg,10402,185,2
hg,12196,185,1
hg,43087,185,1
hg,46927,185,1
hg,18050,185,1
hg,46103,185,5
hg,3995,185,1
hg,52906,185,1
hg,23972,185,1
hg,13520,185,4
hg,46917,185,2
hg,40830,185,1
hg,60334,185,1
hg,45276,185,1
hg,19680,185,1
hg,56588,185,2
hg,14374,185,1
hg,11462,185,1
hg,37130,185,2
hg,29657,185,2
hg,20470,185,1
hg,22002,185,1
hg,31390,185,1
hg,26642,185,2
hg,57458,185,1
hg,43958,185,1
hg,54337,185,1
hg,25524,185,2
hg,29996,185,1
mm,100612,172,2
hg,65407,222,2
hg,36078,226,1
hg,40998,204,3
hg,59238,225,1
hg,9824,125,2
hg,13175,182,1
mm,99002,177,1
hg,26630,243,4
hg,9082,243,2
mm,78720,252,1
hg,16732,153,1
hg,5352,154,3
hg,9128,154,1
mm,120754,170,9
hg,49461,192,3
hg,12012,192,2
hg,27261,192,1
mm,111383,227,2
mm,115294,227,1
mm,80941,227,1
mm,119933,227,1
hg,9921,143,1
hg,56490,231,1
hg,9016,178,1
hg,45906,178,1
hg,17796,178,3
hg,56270,178,1
hg,27620,178,3
hg,25976,178,2
hg,10230,178,1
hg,22395,178,1
hg,47793,178,1
hg,2206,178,1
hg,24117,178,1
hg,5626,178,1
hg,33068,178,1
hg,33040,178,1
hg,38305,178,1
hg,64522,178,1
hg,6000,178,5
hg,41132,178,1
hg,19194,178,1
hg,47672,178,2
hg,9966,178,1
hg,17186,178,2
hg,14936,178,1
hg,13521,178,1
hg,25575,178,1
hg,16406,178,2
hg,40546,178,1
hg,14226,150,1
mm,103111,236,3
mm,77552,151,2
hg,25740,123,1
mm,119794,193,1
mm,91334,193,2
hg,42450,137,1
hg,1853,318,1
hg,37064,318,3
hg,43850,295,1
hg,63986,295,2
hg,9020,295,1
hg,4858,295,1
hg,35354,295,1
hg,13714,295,1
mm,69950,326,1
mm,115861,326,6
mm,106978,326,3
hg,54784,283,2
mm,88648,301,1
hg,36362,322,2
hg,15748,308,1
hg,15368,256,4
hg,42460,266,1
hg,55097,266,2
hg,12516,325,1
hg,20660,334,2
hg,55040,328,2
hg,12202,328,1
hg,53728,328,1
mm,111552,333,1
mm,82591,333,1
hg,22846,291,3
hg,10467,291,3
hg,65163,306,1
hg,54934,323,1
hg,3962,258,1
mm,84541,257,3
hg,9040,339,4
hg,13926,339,2
hg,4579,339,1
hg,55086,274,4
hg,29153,274,4
hg,18310,281,1
hg,6718,281,1
hg,15500,281,1
hg,38968,281,3
hg,59836,281,1
hg,56494,281,1
hg,20754,277,1
mm,112641,298,1
hg,27501,342,1
hg,23800,342,2
hg,10486,342,1
hg,9156,342,1
hg,34136,342,1
hg,1406,342,1
hg,13046,342,1
hg,45294,342,1
hg,39308,342,1
hg,31491,342,1
hg,24560,342,1
hg,25640,342,1
hg,20390,342,2
hg,55846,342,1
hg,65048,342,2
hg,39454,342,1
hg,45716,342,1
hg,9658,342,1
hg,56518,342,1
hg,14734,342,1
hg,32194,342,1
hg,16450,342,1
hg,7334,342,1
hg,26926,342,1
hg,42722,282,1
hg,15824,286,1
hg,740,293,1
hg,9308,320,2
hg,46756,280,1
hg,59235,337,4
hg,12226,337,3
hg,24278,337,4
hg,27508,337,1
hg,23916,337,3
hg,9778,337,1
hg,54135,337,1
hg,29432,337,2
mm,95694,337,1
hg,63778,337,1
hg,45830,337,1
hg,3710,275,1
hg,61402,275,1
hg,22096,275,1
hg,63918,275,1
hg,18156,275,3
hg,556,275,3
hg,976,275,8
hg,13184,275,1
hg,8004,275,2
hg,41946,275,3
hg,4647,275,3
hg,2552,275,1
hg,10134,275,1
hg,12266,275,2
hg,51996,275,2
hg,55596,275,1
hg,30518,275,1
hg,3314,275,1
hg,52814,275,1
hg,51494,275,2
hg,6242,275,1
hg,2362,275,3
hg,53908,275,1
hg,11308,275,1
hg,11445,275,1
hg,21728,275,1
hg,39692,275,1
hg,23760,275,1
hg,13668,275,1
hg,22728,275,2
hg,46266,275,2
hg,25524,275,1
hg,35732,275,1
hg,54934,275,1
hg,63172,275,1
hg,48654,284,3
hg,19843,296,3
hg,35794,311,1
hg,60839,304,1
hg,43698,268,1
hg,63566,276,1
hg,14144,276,3
hg,6146,307,1
hg,65401,300,1
hg,31294,294,1
hg,59366,294,1
hg,33691,294,1
hg,27501,331,1
hg,25027,297,1
hg,42336,297,1
hg,19694,297,1
hg,920,297,3
hg,51898,297,1
hg,29026,297,1
hg,18186,297,1
hg,19666,297,4
hg,24851,297,3
hg,28182,297,1
hg,11098,297,1
hg,15566,297,2
hg,53368,297,1
hg,9406,297,1
hg,55035,297,1
mm,94584,343,1
hg,52260,270,1
hg,51360,270,2
hg,56936,313,4
hg,8244,265,3
hg,30460,327,2
hg,2403,327,2
hg,10364,327,1
hg,35961,327,1
hg,52040,327,1
hg,20729,327,2
hg,56454,327,1
hg,33116,327,2
hg,54722,327,3
hg,15634,327,3
hg,26448,327,1
hg,55098,327,3
hg,58531,327,1
hg,48266,327,1
hg,52053,327,1
hg,25324,327,1
hg,65201,327,3
hg,32352,327,1
hg,2444,327,1
hg,373,327,1
hg,16588,327,3
hg,4842,327,1
hg,6026,327,2
hg,22380,327,1
hg,34352,327,1
hg,37378,327,5
hg,15670,327,1
hg,26976,327,1
hg,42050,269,4
mm,84319,336,1
mm,101128,336,1
mm,119935,279,2
hg,9793,310,1
hg,4089,310,2
hg,54874,310,1
hg,1714,335,4
mm,104673,315,1
hg,3983,273,5
mm,80802,319,5
mm,91184,312,1
mm,110478,312,2
mm,100884,394,1
hg,16008,394,1
mm,111496,394,1
mm,85790,394,1
mm,69087,394,1
mm,115973,394,1
mm,114693,394,1
mm,113632,394,1
hg,25558,416,2
hg,44601,365,3
hg,15250,365,4
hg,11258,437,1
mm,87465,421,1
hg,63444,381,1
hg,65397,381,1
hg,39869,447,7
hg,13052,447,1
hg,30630,447,2
hg,23624,447,1
hg,43532,447,1
hg,2348,447,1
hg,14558,447,1
hg,2812,447,1
hg,14510,447,1
mm,110164,447,1
hg,20634,447,1
hg,24114,447,2
hg,27440,447,1
hg,36908,447,1
hg,48180,447,1
hg,26565,447,1
hg,48558,447,1
hg,19660,357,1
hg,35361,357,1
hg,41134,362,5
hg,10692,445,1
hg,5881,368,7
hg,35734,368,2
hg,2032,403,1
hg,1473,408,1
mm,100218,367,1
hg,36479,367,17
hg,39756,348,1
hg,13197,424,1
hg,29508,350,1
hg,11929,350,1
hg,12475,350,1
hg,33068,350,1
hg,37929,350,3
mm,99334,350,1
hg,24693,350,1
hg,41394,350,1
hg,50383,350,1
hg,7920,350,1
hg,33030,350,1
hg,46756,350,1
hg,30018,350,2
hg,59890,350,1
hg,48924,350,1
hg,23544,350,1
hg,8222,350,3
hg,13612,350,1
hg,24592,350,1
hg,14187,350,1
hg,39338,350,2
hg,35356,350,1
hg,8784,350,1
hg,57296,350,1
hg,22101,350,2
hg,25050,350,1
hg,21504,350,1
hg,6454,350,1
hg,3328,350,1
hg,63593,350,1
hg,11556,350,1
hg,30596,350,1
hg,27470,350,1
hg,26420,350,1
hg,59235,350,4
hg,11923,350,1
hg,17483,350,1
hg,1467,350,1
hg,42908,350,1
hg,50692,350,1
hg,62642,350,1
hg,59642,354,1
hg,19793,388,1
mm,94436,351,1
hg,211,438,1
hg,2614,448,2
hg,8352,372,4
hg,50170,455,1
hg,6083,373,4
hg,50176,384,1
hg,55070,384,1
hg,2568,377,1
hg,8232,418,2
hg,48718,435,1
hg,28529,386,1
hg,25696,359,1
hg,25341,359,1
hg,52759,359,1
hg,12290,359,1
hg,45325,359,1
hg,59248,359,1
hg,14921,359,2
hg,36980,359,1
hg,40954,359,1
hg,23060,359,5
hg,64560,359,1
hg,23576,359,1
hg,22598,359,1
hg,57382,359,1
hg,44432,359,1
mm,116175,359,3
hg,48492,359,1
hg,23624,380,1
hg,55481,380,1
hg,2520,380,1
hg,51098,380,1
hg,11626,380,3
hg,4157,353,3
mm,79668,414,1
hg,48878,428,1
hg,1208,428,1
hg,45308,428,2
hg,61542,428,1
hg,12158,428,1
hg,26434,428,1
hg,15528,428,1
hg,6088,428,1
hg,56301,428,1
hg,53702,428,1
hg,7628,428,2
mm,100808,428,1
hg,58148,400,2
hg,30134,400,1
hg,22120,400,1
hg,18208,400,4
hg,7560,400,2
hg,6010,400,1
hg,50230,400,1
hg,42786,400,1
hg,24174,400,1
hg,36479,400,1
hg,48538,400,2
hg,36996,400,2
hg,12050,400,1
hg,52780,400,1
hg,65078,400,1
hg,9926,400,1
hg,12067,400,1
hg,45833,400,1
hg,56662,400,2
hg,51137,400,1
hg,13174,400,1
hg,34274,425,2
hg,34150,425,1
hg,48700,391,1
hg,42340,391,1
hg,18534,391,1
hg,58893,391,1
hg,40004,391,4
hg,29095,391,1
hg,12084,391,1
hg,45566,391,1
hg,5326,391,4
hg,24170,391,2
hg,24750,391,2
hg,24738,391,1
hg,28009,391,3
hg,18228,391,1
hg,65193,391,1
hg,47696,391,1
hg,42050,391,3
hg,7198,391,1
hg,50030,378,1
hg,6104,364,1
hg,34740,370,2
hg,24054,370,2
hg,10988,370,2
hg,41360,370,1
mm,109258,375,2
hg,34666,401,7
hg,16350,401,4
hg,13862,433,1
hg,10826,433,1
hg,47258,433,1
hg,23576,433,3
hg,42230,433,2
hg,25810,433,1
hg,7436,433,2
hg,19190,433,1
hg,20440,433,1
mm,83294,433,1
hg,33030,433,4
hg,42025,433,1
mm,67378,433,1
hg,46194,433,1
hg,37261,433,1
hg,36858,433,1
hg,744,433,4
hg,62539,433,1
hg,28206,433,2
hg,8600,433,1
hg,41764,433,1
hg,48828,433,1
hg,50094,433,1
mm,94584,433,1
hg,26915,433,1
hg,60818,433,1
hg,20233,433,2
hg,26187,389,1
hg,50126,371,1
mm,93607,436,1
hg,56401,406,4
hg,24412,347,1
hg,25924,443,1
hg,12634,409,2
mm,93810,441,1
mm,70430,441,2
mm,118644,441,3
hg,26620,441,1
mm,115108,441,1
mm,118814,441,1
hg,52998,358,2
hg,25450,477,1
hg,6124,477,1
hg,27501,499,1
hg,30007,467,1
hg,45618,467,2
hg,44354,512,2
hg,7802,492,1
hg,57320,492,1
hg,18002,492,1
hg,19824,492,1
hg,17666,492,1
hg,27246,492,1
hg,48924,492,1
hg,25448,492,3
hg,29398,492,1
hg,23724,492,1
hg,10376,492,1
hg,2560,492,2
hg,21602,492,1
hg,58531,492,1
hg,33700,492,1
hg,41974,492,1
hg,18204,492,2
hg,22465,492,1
hg,64486,464,1
hg,42240,457,1
hg,12992,481,5
hg,38656,486,2
hg,51530,519,1
hg,19486,522,1
mm,99028,508,1
hg,45764,516,1
mm,81214,460,1
hg,25036,517,1
hg,47510,517,3
hg,17560,517,1
mm,100354,518,2
mm,98356,518,1
hg,49660,518,1
mm,120548,518,1
mm,66338,518,4
mm,75764,518,2
mm,78618,518,1
mm,96386,518,1
mm,107761,518,1
mm,87154,518,2
mm,97802,518,1
mm,109560,518,1
hg,48012,520,1
hg,27501,520,1
hg,59465,520,1
hg,27580,520,6
hg,190,520,1
hg,18269,520,1
hg,24820,520,1
hg,2996,520,1
hg,45626,520,1
hg,8343,520,1
hg,27826,520,2
hg,1563,520,1
hg,897,520,1
hg,52582,520,1
hg,27810,520,1
hg,33134,520,1
hg,9852,520,1
hg,52194,520,1
hg,51753,520,3
hg,4736,520,1
hg,50529,520,1
hg,51552,520,1
hg,16498,520,1
hg,23076,520,1
hg,7496,520,1
hg,44272,476,4
hg,13482,476,1
hg,40674,461,1
hg,1474,485,1
hg,29702,485,1
mm,94391,463,1
hg,35252,479,1
hg,14090,479,1
hg,64071,480,1
mm,86600,503,1
mm,99815,503,1
hg,31822,503,1
hg,15602,489,1
mm,81758,489,1
mm,114222,489,3
mm,95708,489,1
mm,77996,489,1
mm,70177,489,2
mm,76832,489,1
mm,76566,489,1
hg,7698,489,1
hg,60168,489,1
mm,117005,489,1
mm,102326,489,2
hg,20303,489,1
mm,119438,489,1
mm,111132,489,1
mm,80252,489,1
mm,79992,489,1
hg,14772,489,1
mm,98066,489,1
mm,72798,489,1
mm,70086,489,1
hg,33108,505,1
hg,26687,505,1
hg,22846,505,1
hg,3186,505,1
hg,40168,505,1
hg,2174,505,1
hg,39774,505,1
hg,30942,505,1
hg,8026,505,1
hg,11073,505,1
hg,3212,490,1
hg,27892,484,8
hg,26582,498,3
hg,12866,493,1
mm,118578,511,1
mm,100543,511,1
mm,82103,475,1
hg,63188,470,2
hg,6120,494,1
hg,37398,483,1
hg,58310,483,1
hg,45244,483,1
hg,12450,483,1
hg,2550,483,2
hg,35330,483,1
hg,42390,483,1
hg,18363,483,1
hg,9660,483,1
hg,19798,483,1
hg,48764,504,1
hg,65417,504,1
hg,58983,504,1
mm,67982,504,1
hg,25037,504,1
hg,32481,504,1
hg,11015,504,1
hg,10392,504,1
hg,65405,504,2
hg,2956,504,3
hg,22012,504,1
hg,20664,504,1
mm,105267,488,1
mm,98139,488,1
hg,64290,478,1
hg,59958,478,1
hg,44396,478,3
hg,33140,478,1
hg,6010,478,1
hg,30058,478,1
hg,39128,478,1
hg,34837,478,1
hg,41161,478,2
hg,56242,478,1
hg,19888,478,1
hg,61956,478,1
hg,50793,478,1
hg,63728,478,1
hg,57458,478,1
hg,22228,478,1
hg,32704,478,1
hg,34838,478,1
hg,19766,478,1
hg,54322,478,1
hg,2698,462,3
hg,22288,600,2
hg,1111,600,3
hg,9116,600,1
hg,11000,555,4
hg,49002,555,2
mm,119933,642,1
hg,58098,602,1
hg,18658,602,2
hg,1946,602,1
hg,12664,602,1
hg,14738,602,1
hg,53436,602,1
hg,40138,602,1
hg,20730,602,1
hg,1440,602,1
hg,9516,602,1
hg,22074,602,1
hg,18214,602,1
hg,41394,602,1
hg,5536,602,2
hg,61320,602,1
hg,27097,602,5
hg,44086,602,1
mm,73683,602,1
hg,56991,538,1
hg,22736,577,1
hg,27501,581,1
hg,64650,618,1
hg,26664,532,1
hg,36976,591,1
hg,54414,620,1
hg,52824,620,1
hg,64088,620,1
hg,35220,620,1
hg,20588,620,1
hg,4758,620,1
hg,18488,620,1
hg,57225,620,1
hg,25948,620,1
hg,65160,620,1
hg,11546,620,2
hg,53870,620,1
hg,11430,620,1
hg,7094,620,1
hg,24592,620,1
hg,22238,620,2
hg,45254,620,1
hg,39312,620,2
hg,12806,620,1
hg,40610,620,1
hg,48732,620,2
hg,45826,620,4
hg,49893,620,1
hg,3188,565,4
hg,13572,580,1
hg,8992,527,1
hg,16310,582,2
hg,3116,582,1
hg,15688,582,1
hg,57222,582,1
hg,22176,582,2
hg,6096,582,1
hg,52142,582,1
hg,30514,582,1
hg,24288,582,2
hg,12446,582,1
hg,5722,582,1
hg,19854,582,1
hg,56446,582,2
hg,7210,582,1
hg,16300,582,1
hg,41360,582,1
hg,25582,582,1
hg,10584,582,2
hg,28076,582,1
hg,15740,582,1
hg,23910,582,2
hg,21489,582,1
hg,9942,582,1
hg,47024,582,1
mm,85830,533,1
mm,71238,533,1
hg,38102,533,1
mm,75358,533,1
hg,47624,533,1
hg,7074,579,1
mm,82292,641,1
hg,26000,585,1
hg,7222,561,1
hg,11119,561,1
hg,24755,561,1
mm,111872,612,2
mm,109078,528,1
hg,49976,563,1
hg,53128,636,3
hg,40580,636,4
hg,32302,636,1
hg,17557,603,2
hg,34704,547,7
hg,31875,597,1
hg,13675,597,1
hg,7450,552,7
hg,55037,617,1
hg,29210,617,1
hg,55064,617,1
hg,64558,617,1
hg,55975,617,1
hg,9424,617,1
hg,28770,617,1
hg,64792,617,1
hg,56417,617,1
hg,16812,617,1
hg,2174,617,1
hg,876,617,1
hg,6152,617,1
mm,96612,587,2
hg,49122,569,2
hg,15688,557,1
hg,43304,557,1
hg,25964,536,1
hg,13090,559,1
hg,63566,614,5
hg,63600,573,1
mm,82674,607,2
hg,47116,551,1
hg,30696,644,1
hg,16259,623,1
hg,44272,623,1
hg,26846,541,1
hg,27346,541,1
hg,40017,541,1
hg,53832,541,1
hg,17511,541,1
hg,13676,541,2
hg,63986,541,1
hg,18008,541,1
hg,10888,541,2
hg,18680,541,4
hg,57145,541,1
hg,29210,541,2
hg,16704,541,1
hg,12334,541,1
hg,36536,541,1
hg,52944,541,1
hg,25755,541,1
hg,30353,541,2
hg,16358,541,1
hg,34682,541,1
mm,95522,541,1
hg,54453,541,1
hg,35861,541,1
hg,57885,541,2
hg,56242,541,1
hg,5808,541,5
hg,27504,541,8
hg,56518,541,1
hg,38493,541,1
hg,8944,541,1
hg,47202,541,1
hg,17926,541,1
hg,45234,541,1
hg,13696,541,4
hg,42283,541,1
mm,102095,541,1
