1988,hg,34,12,12,A01,1
46113,hg,34,12,12,A01,1
53165,hg,34,12,12,A01,1
23910,hg,34,12,12,A01,1
23188,hg,34,12,12,A01,1
47776,hg,34,12,12,A01,1
64665,hg,34,12,12,A01,1
100493,mm,116,3,6,A01,1
65575,mm,116,3,6,A01,1
104666,mm,116,3,6,A01,1
112094,mm,116,3,6,A01,1
87299,mm,116,3,6,A01,1
99094,mm,116,3,6,A01,1
71812,mm,116,3,6,A01,1
31685,hg,56,16,3,A01,1
54081,hg,96,14,13,A01,2
57933,hg,96,14,13,A01,1
12012,hg,96,14,13,A01,1
28620,hg,96,14,13,A01,1
54566,hg,96,14,13,A01,1
22816,hg,96,14,13,A01,2
75024,mm,99,11,8,A01,1
12423,hg,71,11,25,A01,1
10832,hg,71,11,25,A01,1
50156,hg,71,11,25,A01,1
39150,hg,71,11,25,A01,1
27501,hg,7,1,25,A01,1
121297,mm,7,1,25,A01,1
67784,mm,7,1,25,A01,1
111282,mm,7,1,25,A01,1
82300,mm,7,1,25,A01,1
74828,mm,7,1,25,A01,1
103874,mm,7,1,25,A01,1
66016,mm,9,10,25,A01,1
119722,mm,9,10,25,A01,1
111153,mm,9,10,25,A01,1
110533,mm,9,10,25,A01,1
114748,mm,9,10,25,A01,1
107349,mm,9,10,25,A01,1
109282,mm,9,10,25,A01,1
1744,hg,9,10,25,A01,1
88522,mm,9,10,25,A01,1
103666,mm,9,10,25,A01,1
43856,hg,14,3,1,A01,1
13197,hg,14,3,1,A01,1
81714,mm,122,18,20,A01,1
68096,mm,100,6,28,A01,1
64706,hg,10,6,17,A01,1
15153,hg,10,6,17,A01,1
36908,hg,10,6,17,A01,1
24350,hg,10,6,17,A01,1
56590,hg,64,2,23,A01,1
48080,hg,76,10,18,A01,1
83887,mm,3,13,2,A01,1
111864,mm,3,13,2,A01,1
106016,mm,3,13,2,A01,1
88630,mm,3,13,2,A01,1
44250,hg,114,7,17,A01,2
14664,hg,114,7,17,A01,1
4810,hg,114,7,17,A01,1
45494,hg,114,7,17,A01,1
19144,hg,114,7,17,A01,1
63790,hg,114,7,17,A01,1
15872,hg,120,8,11,A01,1
56792,hg,120,8,11,A01,1
55689,hg,120,8,11,A01,1
65411,hg,120,8,11,A01,1
71746,mm,52,7,37,A01,1
78602,mm,97,8,40,A01,1
26178,hg,97,8,40,A01,1
78698,mm,68,4,40,A01,1
73507,mm,68,4,40,A01,1
108440,mm,68,4,40,A01,1
91616,mm,68,4,40,A01,1
22660,hg,62,8,5,A01,1
898,hg,37,7,27,A01,1
9000,hg,115,4,43,A01,1
101934,mm,2,4,41,A01,1
109868,mm,29,7,3,A01,1
111719,mm,29,7,3,A01,1
79894,mm,29,7,3,A01,1
83536,mm,29,7,3,A01,1
104886,mm,29,7,3,A01,1
56624,hg,23,8,41,A01,1
81460,mm,117,15,27,A01,1
19576,hg,118,6,3,A01,1
65417,hg,46,15,3,A01,1
2844,hg,46,15,3,A01,1
51634,hg,32,11,7,A01,1
7028,hg,25,1,9,A01,1
23328,hg,25,1,9,A01,1
21197,hg,25,1,9,A01,1
55524,hg,25,1,9,A01,1
48859,hg,25,1,9,A01,1
44440,hg,25,1,9,A01,1
54146,hg,25,1,9,A01,1
63972,hg,25,1,9,A01,1
64052,hg,25,1,9,A01,1
10822,hg,25,1,9,A01,1
1403,hg,25,1,9,A01,1
6607,hg,25,1,9,A01,1
2828,hg,25,1,9,A01,1
22816,hg,25,1,9,A01,1
52561,hg,93,17,22,A01,1
811,hg,93,17,22,A01,1
43677,hg,93,17,22,A01,1
46887,hg,93,17,22,A01,1
6235,hg,92,7,15,A01,1
5395,hg,86,10,37,A01,1
40650,hg,86,10,37,A01,1
114286,mm,86,10,37,A01,1
49554,hg,86,10,37,A01,1
46266,hg,86,10,37,A01,1
8754,hg,86,10,37,A01,1
44254,hg,86,10,37,A01,1
63205,hg,86,10,37,A01,1
61909,hg,86,10,37,A01,2
121311,mm,63,2,25,A01,1
73828,mm,63,2,25,A01,1
41932,hg,94,12,11,A01,1
65405,hg,94,12,11,A01,1
15781,hg,89,5,17,A01,1
50845,hg,89,5,17,A01,1
5091,hg,89,5,17,A01,1
8004,hg,89,5,17,A01,1
55964,hg,89,5,17,A01,1
404,hg,89,5,17,A01,1
9140,hg,89,5,17,A01,1
63333,hg,89,5,17,A01,1
51220,hg,89,5,17,A01,1
12266,hg,89,5,17,A01,1
9660,hg,89,5,17,A01,1
56282,hg,89,5,17,A01,1
25365,hg,89,5,17,A01,1
56471,hg,89,5,17,A01,1
55098,hg,89,5,17,A01,1
7456,hg,89,5,17,A01,1
11640,hg,89,5,17,A01,1
43714,hg,89,5,17,A01,1
44494,hg,89,5,17,A01,1
81,hg,89,5,17,A01,1
30406,hg,89,5,17,A01,1
2214,hg,89,5,17,A01,1
24750,hg,89,5,17,A01,1
18380,hg,89,5,17,A01,1
26216,hg,89,5,17,A01,1
12330,hg,89,5,17,A01,1
45247,hg,89,5,17,A01,1
10078,hg,89,5,17,A01,2
4653,hg,89,5,17,A01,1
54856,hg,89,5,17,A01,1
30850,hg,89,5,17,A01,1
35676,hg,89,5,17,A01,1
34191,hg,36,1,1,A01,1
76330,mm,91,13,29,A01,1
32653,hg,91,13,29,A01,1
112369,mm,91,13,29,A01,1
9918,hg,91,13,29,A01,1
46093,hg,91,13,29,A01,1
41498,hg,51,12,7,A01,1
52684,hg,51,12,7,A01,1
44542,hg,15,11,38,A01,1
44146,hg,61,12,16,A01,1
15138,hg,61,12,16,A01,2
54792,hg,61,12,16,A01,1
19463,hg,61,12,16,A01,1
24750,hg,61,12,16,A01,1
49213,hg,61,12,16,A01,1
13098,hg,61,12,16,A01,1
51676,hg,61,12,16,A01,1
26965,hg,61,12,16,A01,1
54193,hg,61,12,16,A01,1
24077,hg,61,12,16,A01,1
21264,hg,61,12,16,A01,1
17866,hg,61,12,16,A01,1
13400,hg,61,12,16,A01,1
18059,hg,61,12,16,A01,1
24820,hg,61,12,16,A01,1
34660,hg,61,12,16,A01,1
57826,hg,61,12,16,A01,1
27499,hg,61,12,16,A01,1
75624,mm,50,3,17,A01,1
34111,hg,27,2,31,A01,1
15732,hg,107,7,20,A01,1
23182,hg,107,7,20,A01,1
12050,hg,53,14,7,A01,1
34110,hg,53,14,7,A01,1
46238,hg,53,14,7,A01,1
22824,hg,80,13,7,A01,1
18914,hg,80,13,7,A01,1
19716,hg,80,13,7,A01,1
35076,hg,80,13,7,A01,1
23124,hg,80,13,7,A01,2
17513,hg,80,13,7,A01,1
13983,hg,80,13,7,A01,1
43206,hg,45,11,33,A01,1
141,hg,45,11,33,A01,1
24926,hg,45,11,33,A01,1
9140,hg,45,11,33,A01,1
1946,hg,119,4,11,A01,1
86020,mm,24,2,40,A01,1
114830,mm,24,2,40,A01,1
110260,mm,24,2,40,A01,1
80308,mm,24,2,40,A01,1
