6762,9188,11,18,D02,1
24968,10455,3,11,D06,1
252,1941,9,18,A09,1
14254,4977,5,27,B09,2
35402,10862,7,18,D08,1
26349,4898,7,17,B09,1
6760,4441,13,23,B07,2
53358,1701,10,13,A08,1
50476,9335,13,15,D02,1
44064,13241,6,19,E05,1
38956,258,4,24,A02,1
44078,12787,5,11,E03,1
3287,5592,12,21,B11,1
20468,13656,15,19,E06,2
25736,12406,10,14,E02,1
10492,7148,9,17,C06,2
482,3932,13,25,B05,1
30244,2462,11,23,A11,1
17818,15080,9,29,E12,1
47708,18568,5,9,H11,1
55837,6074,11,22,C01,1
44952,10502,14,21,D06,1
47786,254,13,25,A02,1
55102,685,13,24,A03,1
21314,10873,14,25,D08,1
14864,5706,5,17,B12,1
54224,6559,10,33,C03,2
19584,11287,4,17,D09,1
35234,11515,10,32,D10,1
17714,12950,8,16,E04,1
44756,12971,13,21,E04,1
40,2746,3,31,A12,1
5762,13514,13,31,E06,1
10492,12437,9,17,E02,3
41606,10534,6,17,D06,1
37956,15260,12,21,E12,1
28444,6149,6,19,C02,2
1215,16366,7,18,F12,1
18666,2922,14,25,B01,1
55837,9388,5,33,D02,1
10492,11122,9,17,D09,2
26288,13460,12,22,E05,1
900,7959,13,22,C09,1
49928,2915,9,20,B01,1
6706,8341,11,25,C10,1
43420,16070,12,21,F08,1
31500,10500,10,10,D06,1
28444,16357,6,19,F12,1
32318,1113,7,31,A05,1
43756,2257,5,16,A10,1
26418,14372,16,14,E09,1
6760,8682,13,23,C12,3
16172,17478,4,29,G12,1
4610,11837,12,26,D11,1
21312,14000,12,21,E07,1
28844,2148,12,26,A09,1
38052,4734,8,17,B08,2
32725,13159,10,26,E04,1
26418,4474,16,14,B07,1
43304,7571,11,31,C07,1
35234,12427,7,17,E02,1
55048,7726,5,16,C08,1
31122,3134,13,21,B02,1
230,12027,8,21,D12,1
35234,11825,11,22,D11,1
2514,7303,12,21,C06,1
6760,8156,13,23,C10,2
33774,11357,7,21,D10,1
22506,7968,7,15,C09,1
17532,3922,9,29,B05,1
35233,13441,11,22,E05,1
40520,5675,9,17,B12,1
35234,2885,7,17,B01,1
35233,9214,7,17,D02,6
2506,501,7,17,A03,1
32606,2610,4,13,A12,1
45098,8825,9,9,C12,1
16172,2064,4,29,A09,3
6281,3925,8,36,B05,1
49502,16449,12,20,G01,1
950,2798,10,10,A12,1
2506,5934,7,17,C01,1
35233,16455,12,25,G01,1
37328,13279,14,25,E05,1
6060,12035,4,28,D12,1
28902,10532,13,27,D06,1
18666,14598,14,25,E10,1
8166,2707,5,16,A12,1
5762,7884,13,21,C09,1
17018,11850,7,34,D11,1
9728,10500,10,10,D06,1
13514,5073,10,10,B09,3
35233,8924,7,17,D01,1
17814,8924,7,17,D01,1
45342,9213,13,21,D02,1
35234,3478,11,21,B03,1
9258,10315,9,18,D06,1
31162,11640,13,25,D11,3
13514,408,10,10,A02,2
49478,1548,7,16,A07,1
44038,10282,5,29,D05,1
39584,12127,5,29,D12,1
53363,9404,15,27,D02,1
23026,2365,7,17,A11,1
16172,17846,4,29,H04,1
42344,9244,13,23,D02,1
25820,3680,7,17,B04,1
14327,5800,5,31,B12,1
55837,1872,11,22,A08,1
38622,9021,8,29,D01,1
13514,7993,15,30,C09,1
22324,7292,11,22,C06,1
15196,7413,7,28,C07,4
48746,12453,7,18,E02,1
39190,13460,12,22,E05,1
31480,15184,7,16,E12,1
37562,9847,6,24,D04,1
222,2654,3,26,A12,1
44756,8923,13,21,D01,1
40364,13121,3,29,E04,1
28554,3684,6,19,B04,1
2506,15995,7,17,F08,1
30188,13279,14,25,E05,1
36098,14229,10,10,E08,1
17818,3419,9,29,B03,1
1010,7884,13,21,C09,1
36614,9012,12,27,D01,4
28444,4421,6,19,B07,2
9866,5592,12,21,B11,1
55048,5998,5,16,C01,1
6122,8455,8,19,C11,1
51278,8052,11,31,C09,1
6710,12917,6,17,E03,1
48758,7918,10,17,C09,1
37062,9739,6,17,D03,1
12138,10500,10,10,D06,1
26440,389,10,23,A02,1
40374,5336,13,24,B10,1
9728,11677,4,30,D11,1
1248,14970,6,23,E11,1
37242,9145,12,21,D01,1
25602,3068,12,21,B01,1
8166,16711,5,16,G04,1
53220,7862,7,19,C09,1
34950,11349,7,19,D10,1
11088,10476,4,21,D06,1
656,8996,11,21,D01,1
36556,11631,8,36,D11,1
22324,8316,11,22,C10,1
26318,10534,6,17,D06,2
31122,16680,13,21,G04,1
21140,261,13,23,A02,1
1010,500,13,21,A03,1
1734,3294,5,33,B02,1
21544,12470,8,30,E02,1
29028,552,6,16,A03,7
20194,10753,11,31,D07,2
10176,13888,9,12,E07,2
36114,1458,8,36,A07,1
51342,9728,13,24,D03,1
9182,18610,6,12,H12,1
55837,10621,11,30,D07,1
55137,7005,13,26,C05,1
35154,432,12,21,A02,3
17814,13882,8,17,E07,1
29070,10601,13,25,D07,1
37086,6085,12,21,C01,1
39440,14182,12,31,E08,1
1215,6670,7,18,C04,2
38964,12442,13,28,E02,1
44614,12780,13,22,E03,1
20196,1398,7,34,A06,1
26286,9443,11,25,D02,1
53896,7531,14,23,C07,1
12764,3122,8,22,B02,2
10176,7216,9,12,C06,2
51254,11456,11,23,D10,1
8358,6885,13,25,C05,1
20452,15711,13,21,F05,2
24926,7512,13,26,C07,1
30188,2922,14,25,B01,1
11088,13401,4,21,E05,2
45980,5822,6,25,B12,1
54054,16995,6,17,G06,1
15574,5375,7,21,B11,1
19903,10196,11,26,D05,1
47688,8328,12,21,C10,1
5763,13011,5,17,E04,1
37562,284,6,24,A02,1
54998,14862,6,24,E11,1
17018,2830,7,34,A12,1
20922,13703,8,18,E06,1
41667,12629,6,17,E02,1
15720,8546,10,32,C11,1
33697,1968,4,15,A09,1
32880,8394,13,21,C11,1
11142,10478,3,29,D06,1
31162,16003,13,25,F08,1
25574,5578,6,30,B11,1
48162,8963,4,27,D01,1
33676,4337,10,10,B06,1
46384,4966,11,21,B09,1
5762,14068,13,21,E08,2
3212,2803,12,24,A12,1
5763,14560,7,17,E10,4
35245,2405,5,17,A11,1
28554,4955,6,16,B09,1
47346,14644,8,17,E10,1
53774,14071,5,23,E08,1
5763,4363,6,20,B06,1
18376,9382,12,16,D02,1
43916,10500,10,10,D06,1
35226,3613,12,26,B03,1
41438,10118,12,25,D05,1
104,5236,8,17,B10,1
10176,1527,9,12,A07,1
22148,16893,9,28,G05,1
20354,9628,11,24,D03,1
36644,8150,13,25,C10,3
3294,9150,12,22,D01,1
21312,12344,10,30,E01,1
16172,6986,4,29,C05,1
45762,10521,12,26,D06,1
43099,18215,13,23,H08,1
9596,9188,11,18,D02,1
14580,1396,13,27,A06,1
28800,10268,6,17,D05,1
19905,14178,8,21,E08,1
24470,13259,13,25,E05,1
34324,10850,12,33,D08,1
3732,9709,7,9,D03,1
48140,11307,12,26,D09,1
48175,10149,4,14,D05,1
6432,8600,11,25,C11,2
10956,3352,8,15,B02,1
10492,11630,9,17,D11,2
20922,11844,12,22,D11,4
50020,427,14,9,A02,1
48746,2911,7,18,B01,3
29078,10634,6,16,D07,1
6692,9214,7,17,D02,1
11822,14842,12,20,E11,1
47540,8591,12,22,C11,1
55649,1873,8,18,A08,3
30928,2162,7,34,A09,1
48788,1704,13,25,A08,1
11226,12349,11,22,E01,1
37640,10440,4,29,D06,1
53220,4140,7,19,B06,1
4108,8996,11,21,D01,1
48758,4685,10,17,B08,1
54054,12917,6,17,E03,1
11774,10483,5,33,D06,1
55012,8551,5,19,C11,1
10176,15845,9,12,F06,1
5762,4223,16,34,B06,1
31162,15821,13,25,F06,1
3212,13148,12,24,E04,1
25102,9367,15,19,D02,1
48480,13326,13,22,E05,1
46384,8996,11,21,D01,3
29062,7288,12,24,C06,1
23026,1194,7,17,A06,1
10714,8838,12,24,C12,1
13514,746,9,17,A04,1
16792,9183,7,14,D01,1
45224,18472,6,18,H10,1
23268,7180,7,28,C06,1
35622,7885,7,17,C09,1
35233,6844,7,21,C05,2
41530,7342,8,16,C07,1
33434,9091,14,23,D01,1
51196,4669,13,25,B08,2
29962,14809,11,34,E11,1
54054,18081,6,17,H06,1
44752,5447,6,16,B11,1
36332,7914,9,20,C09,2
53694,9067,6,21,D01,1
9248,14751,12,21,E10,1
40570,14705,14,23,E10,1
18270,2330,12,23,A10,1
14622,6432,13,23,C03,1
32844,7691,5,17,C08,1
28472,12087,7,9,D12,1
25692,10710,15,33,D07,3
47152,17412,11,26,G11,1
46328,4318,6,23,B06,1
25692,7775,15,33,C08,4
28444,10588,6,19,D07,1
36978,13279,14,25,E05,1
20354,4756,11,24,B08,1
8166,4985,5,16,B09,3
6838,10760,11,27,D07,1
49378,8394,13,21,C11,2
10836,13152,11,22,E04,1
10492,5135,10,27,B10,1
18270,11570,12,23,D10,1
1810,699,12,23,A03,1
10176,9319,9,12,D02,2
48746,526,7,18,A03,1
54054,15271,6,17,E12,5
36978,10098,14,25,D05,1
26288,12623,12,22,E02,1
26062,4822,12,24,B08,1
26418,14876,16,14,E11,1
8166,8217,5,16,C10,2
17818,9517,9,29,D03,1
55048,377,11,26,A02,1
1215,4194,7,18,B06,4
35622,501,7,17,A03,1
48830,699,12,23,A03,2
37898,14751,12,21,E10,1
10714,1310,7,16,A06,1
44998,10142,8,17,D05,1
46654,6342,12,21,C02,1
37554,3922,9,29,B05,2
45224,17609,6,18,H01,1
26415,6863,7,17,C05,1
17518,10534,6,17,D06,1
10176,1044,9,12,A05,2
4186,2830,7,34,A12,1
6420,10807,8,16,D08,1
46964,11640,13,25,D11,1
1640,389,10,23,A02,1
29070,10079,13,25,D05,1
48758,16806,10,17,G05,1
29862,3135,7,17,B02,1
6060,4287,4,28,B06,1
53716,11640,13,25,D11,1
7112,9455,5,29,D02,1
11006,377,11,26,A02,1
17818,7540,6,23,C07,1
29028,14122,6,16,E08,1
28412,3976,11,21,B05,1
27110,10500,10,10,D06,1
20922,3057,8,18,B01,1
6032,9145,12,21,D01,1
4552,14403,11,23,E09,1
1850,12606,11,22,E02,1
926,7385,13,28,C07,1
35233,2910,13,23,B01,2
26288,1136,12,22,A05,1
12628,4115,6,17,B05,1
25820,5393,7,17,B11,1
20922,6332,8,18,C02,1
31122,4165,13,21,B06,2
55837,11661,11,30,D11,3
106,12182,6,13,E01,1
55649,11030,8,18,D08,2
35154,8855,12,21,C12,3
28348,4160,9,10,B06,1
22074,9267,7,35,D02,1
30928,9827,7,23,D04,1
20354,9337,11,24,D02,1
28328,3594,14,21,B03,1
6548,8293,3,33,C10,1
40520,14832,13,25,E11,1
551,12163,5,21,E01,1
6060,11758,4,28,D11,2
36978,8694,14,25,C12,1
18610,7822,14,9,C08,1
35234,5327,10,34,B10,1
25736,4300,15,19,B06,1
36614,6948,12,27,C05,1
5763,4208,5,17,B06,2
51266,10060,7,17,D05,1
3660,7587,12,21,C07,1
28485,5800,5,31,B12,1
31122,738,13,21,A04,1
10492,12982,9,17,E04,2
43099,9244,13,23,D02,3
36644,11131,13,25,D09,1
23200,9237,13,25,D02,1
38058,3922,9,29,B05,2
48552,8159,12,20,C10,1
17686,15120,6,12,E12,1
54054,11321,6,17,D09,2
637,13086,7,16,E04,1
39090,11837,12,26,D11,1
54998,11672,6,24,D11,1
11088,12570,4,21,E02,1
55806,9304,12,27,D02,1
35233,7465,8,17,C07,2
36332,765,9,20,A04,2
53896,14210,14,23,E08,1
20922,9715,8,18,D03,1
38872,9980,11,31,D04,1
16446,3251,7,16,B02,1
38244,15247,11,31,E12,3
14254,8472,5,27,C11,2
18666,12730,14,25,E03,1
36114,14096,13,23,E08,1
54166,7545,12,36,C07,1
14322,14899,8,17,E11,1
42814,9866,10,12,D04,1
20468,9659,15,19,D03,2
6548,7542,3,33,C07,1
28472,12884,7,9,E03,1
35233,13296,6,16,E05,1
36614,10655,12,27,D07,1
6760,4193,13,23,B06,2
41724,10391,11,21,D06,1
10176,17037,9,12,G07,1
49757,14474,10,10,E09,1
5763,14069,7,17,E08,4
37830,3108,8,16,B02,1
45992,13011,5,17,E04,1
6562,2703,7,33,A12,1
20404,14421,7,16,E09,1
32725,18464,10,26,H10,1
48746,11138,7,18,D09,1
4760,11840,13,24,D11,1
31246,2710,8,17,A12,1
35233,1811,10,18,A08,1
20922,5880,12,22,B12,1
42391,14832,13,25,E11,1
536,14642,5,16,E10,1
14070,15251,7,36,E12,1
6760,44,13,23,A01,1
28800,10500,10,10,D06,1
6060,2076,4,28,A09,2
55646,7301,12,26,C06,1
31162,12446,13,25,E02,2
34662,8632,4,36,C12,1
54054,15977,6,17,F07,1
26372,708,5,29,A03,1
28446,15152,8,17,E12,1
47492,1984,3,15,A09,1
43400,13239,5,23,E05,1
55048,2033,5,16,A09,1
3638,14005,12,22,E07,1
2506,17370,7,17,G11,1
48746,8683,7,18,C12,1
21530,9237,13,25,D02,1
7184,9652,3,11,D03,1
32725,15254,10,26,E12,1
5762,9795,13,21,D04,1
10492,2908,13,20,B01,2
45422,11825,11,22,D11,13
26418,14130,16,14,E08,1
42374,14238,11,31,E08,2
10568,14422,3,12,E09,1
9258,9244,13,23,D02,1
13526,9072,13,26,D01,1
25694,1366,10,10,A06,1
17933,863,9,34,A04,2
47540,14755,12,22,E10,1
21544,5710,8,30,B12,2
9382,10326,7,17,D06,2
2514,18284,12,21,H08,1
54182,1868,12,24,A08,1
20194,17501,11,31,G12,1
27234,12308,11,19,E01,1
28444,11115,6,19,D09,2
3022,11692,11,21,D11,1
31482,500,13,21,A03,2
36644,2643,13,25,A12,2
38964,3695,13,28,B04,1
20194,14238,11,31,E08,1
5763,10060,7,17,D05,3
31959,9582,11,21,D03,1
26154,17690,12,21,H02,1
1884,4337,10,10,B06,1
2514,8328,12,21,C10,1
21314,1724,14,25,A08,1
35233,9371,6,28,D02,1
25736,10805,10,14,D08,3
55638,3970,5,35,B05,1
20922,18286,12,22,H08,1
14646,14751,12,21,E10,1
28348,6139,9,10,C02,1
10908,3198,12,25,B02,1
10128,5955,13,23,C01,1
55048,10428,3,30,D06,1
39206,14869,16,34,E11,1
31596,5761,9,13,B12,1
5763,5879,6,20,B12,2
55048,10924,5,16,D08,3
42348,9018,5,16,D01,1
37322,9158,6,17,D01,1
42290,7388,13,25,C07,1
30188,9549,14,25,D03,1
10926,5765,11,23,B12,1
46384,10121,11,21,D05,4
2506,18491,7,17,H11,1
3038,13882,8,17,E07,1
44756,4647,13,21,B08,1
55048,89,5,16,A01,1
53358,6423,10,13,C03,2
17714,10302,8,16,D06,1
53220,2858,7,19,B01,1
6432,10006,11,25,D04,3
28444,5160,6,19,B10,1
35224,11677,4,30,D11,2
43410,5869,10,26,B12,1
28348,7879,9,10,C09,2
40072,8532,9,26,C11,1
25694,11814,10,10,D11,1
10714,1117,12,24,A05,1
6760,4925,13,23,B09,2
54998,12742,6,24,E03,1
17018,11052,7,34,D08,2
18358,8460,11,21,C11,1
42280,11866,12,17,D11,1
34324,11383,12,33,D10,2
35234,12234,11,21,E01,1
21314,8966,14,25,D01,1
13166,171,12,21,A01,1
47540,5822,6,25,B12,1
22280,949,6,29,A05,1
15522,688,12,22,A03,1
13088,13546,4,24,E06,1
21786,8822,9,15,C12,1
6214,10252,11,27,D05,1
10228,17691,13,24,H02,1
6268,5687,10,20,B12,1
16816,4160,9,10,B06,1
37830,11595,8,16,D11,1
55837,6446,11,30,C03,1
18270,183,12,23,A01,1
2766,11380,8,36,D10,1
39407,5816,7,20,B12,1
54224,13964,10,33,E07,2
6548,3822,3,33,B04,1
1010,11617,13,21,D11,1
12380,9628,11,24,D03,1
45884,6329,11,31,C02,2
39552,14598,14,25,E10,2
10128,17533,13,23,H01,1
14254,13046,5,27,E04,2
31122,18203,13,21,H08,1
53950,3478,11,21,B03,1
3712,5662,7,17,B12,1
15486,14929,7,16,E11,2
48758,13005,10,17,E04,2
16172,11227,4,29,D09,1
3638,13880,5,16,E07,1
40374,11310,13,24,D09,1
551,12682,5,21,E03,1
14828,9311,5,16,D02,1
39407,13391,7,20,E05,1
31959,795,11,21,A04,2
41476,1396,13,27,A06,1
222,531,3,26,A03,1
21836,5714,6,24,B12,1
16272,463,8,25,A02,1
31346,12114,6,17,D12,1
43099,12452,13,23,E02,3
31482,8130,13,21,C10,2
44756,7884,13,21,C09,1
45422,9714,11,22,D03,1
39258,13050,7,33,E04,1
43420,17163,12,21,G08,1
54224,4810,10,33,B08,2
4210,8744,13,16,C12,1
53220,3101,7,19,B02,1
16172,8246,4,29,C10,3
14254,2440,5,27,A11,2
33038,10404,5,27,D06,1
35716,8559,11,15,C11,1
44952,11289,14,21,D09,1
43756,8943,11,35,D01,1
5882,15131,11,21,E12,1
26154,1885,12,21,A08,1
31482,2364,13,21,A11,2
13088,9241,4,24,D02,1
23094,11258,6,25,D09,1
40374,902,13,24,A04,1
16836,8732,5,27,C12,1
27732,7540,6,23,C07,1
47152,12050,11,26,D12,1
3732,13577,4,30,E06,1
40131,3837,14,21,B04,1
34446,3988,5,27,B05,1
25902,5577,11,22,B11,1
10128,11392,13,23,D10,1
50020,679,14,9,A03,2
33648,5800,5,31,B12,1
22950,4644,11,9,B08,1
21140,979,13,23,A05,1
49378,738,13,21,A04,1
5763,16275,7,17,F11,1
36614,7956,12,27,C09,1
20922,13720,12,22,E06,1
16764,7993,15,30,C09,1
16696,9145,12,21,D01,1
20922,8332,12,22,C10,1
1215,17634,7,18,H02,1
55837,3571,5,33,B03,1
53944,3069,13,24,B01,1
32737,11553,12,21,D10,1
12941,9404,15,27,D02,1
55837,8695,11,30,C12,3
44952,1369,14,21,A06,1
5762,3469,16,34,B03,1
35226,13121,3,29,E04,1
32000,9091,14,23,D01,1
222,5961,3,26,C01,1
26062,13697,12,24,E06,1
22950,9500,11,9,D03,1
38954,9304,12,27,D02,3
23122,486,4,25,A03,2
20452,7136,13,21,C06,1
21196,8411,12,33,C11,1
15408,13769,9,33,E07,1
15196,4457,7,28,B07,3
38964,8412,13,28,C11,1
55649,13153,8,18,E04,3
18103,15135,10,12,E12,1
19905,6264,8,21,C02,1
17018,13176,7,34,E04,1
5762,13785,13,21,E07,1
20084,3201,11,21,B02,1
8,11792,10,23,D11,1
5763,2624,7,17,A12,2
1010,10325,13,21,D06,1
28444,5667,6,19,B12,3
22042,9816,13,25,D04,1
31510,8515,4,28,C11,1
31630,4898,7,17,B09,1
35332,9313,8,17,D02,1
11088,10692,7,16,D07,1
4770,5568,10,10,B11,1
3038,10663,8,17,D07,2
36652,3318,10,30,B02,1
39178,14323,9,17,E09,1
3004,1651,5,14,A08,1
42374,7058,11,31,C05,1
51274,1389,13,24,A06,1
12524,4849,6,17,B08,1
44998,1038,8,17,A05,1
8422,1682,7,17,A08,1
35234,7021,9,34,C05,1
17933,15775,9,34,F05,1
13514,2798,10,10,A12,1
42374,13440,11,31,E05,1
45078,2071,12,31,A09,1
26786,14823,9,17,E11,1
47152,8530,11,26,C11,1
54224,5842,10,33,B12,2
35154,3854,12,21,B04,4
26154,14751,12,21,E10,1
42374,2137,11,31,A09,1
13956,10769,11,13,D07,1
45458,12931,13,9,E03,1
53220,8369,7,19,C11,1
20922,14240,8,18,E08,1
31122,15303,13,21,F01,1
20468,10193,15,19,D05,2
11230,14462,3,35,E09,1
16172,6263,4,29,C02,3
54572,5800,5,31,B12,1
35247,277,5,17,A02,1
28378,10814,15,18,D08,1
36614,5229,12,27,B10,1
21324,684,12,21,A03,1
6420,2346,8,16,A11,1
1215,9824,7,18,D04,4
37370,9335,13,15,D02,1
49583,10273,12,23,D05,1
12305,2610,4,13,A12,1
12624,5754,8,17,B12,1
2308,10500,10,10,D06,1
42964,2430,9,16,A11,1
31299,11985,6,35,D12,1
35234,9505,7,17,D03,4
2308,2571,11,25,A11,1
5763,12733,5,17,E03,2
54054,17433,6,17,G11,1
41494,6085,12,21,C01,1
54054,16501,6,17,G01,1
51223,9636,7,16,D03,1
36614,11989,12,27,D12,1
15522,14256,12,22,E08,1
39552,7408,14,25,C07,2
22324,9130,11,22,D01,1
18152,15030,12,17,E11,1
5763,13566,5,17,E06,1
16949,10348,10,20,D06,5
31596,12792,9,13,E03,1
37948,9067,6,21,D01,1
45224,3871,6,18,B04,1
2514,5335,12,21,B10,1
48,4115,6,17,B05,1
2506,13237,7,17,E05,3
20354,11223,11,24,D09,1
23026,957,7,17,A05,1
28308,7176,14,25,C06,1
25736,15049,10,14,E12,2
551,14555,5,21,E10,1
10040,8728,11,32,C12,1
5164,10500,10,10,D06,1
23094,5822,6,25,B12,3
10062,9324,11,23,D02,1
55837,18368,11,22,H09,1
5762,15994,13,21,F08,1
21140,12195,13,23,E01,1
48758,17456,10,17,G12,1
18270,12377,12,23,E01,1
31959,11692,11,21,D11,3
49378,5155,13,21,B10,2
48956,9085,6,25,D01,1
49378,16589,13,21,G03,1
32725,15687,10,26,F04,1
38396,4115,6,17,B05,1
10176,10420,9,12,D06,1
48776,14813,7,17,E11,1
44952,9410,14,21,D02,2
40374,8856,13,24,C12,1
44064,12694,6,19,E03,1
40620,11714,6,10,D11,1
28036,14545,9,33,E10,1
16816,15301,9,10,F01,1
54054,13895,8,14,E07,1
38881,4112,13,27,B05,1
3004,10558,5,14,D07,1
15196,15428,7,28,F02,1
29062,3556,11,26,B03,1
28036,2351,9,33,A11,1
45667,13468,6,17,E05,1
40328,5392,13,21,B11,1
15522,11557,12,22,D10,1
5882,6934,11,21,C05,1
13088,5688,4,24,B12,1
27732,3340,6,20,B02,1
32426,7021,9,34,C05,1
5762,6692,16,34,C04,1
3176,14312,13,21,E09,1
35154,15006,12,21,E11,4
45422,13702,11,22,E06,1
4770,5073,10,10,B09,1
19903,12050,11,26,D12,1
25736,8104,10,14,C10,8
51223,8510,7,16,C11,1
28444,14074,6,19,E08,2
10440,10647,10,12,D07,1
4610,13163,12,26,E04,1
6706,10917,10,11,D08,1
35234,4273,11,24,B06,3
38872,13355,11,24,E05,1
